chr	pos	pG0	mlp	W	kappa	tau	Qvalue	transcript_id	gene_id	gene_symbol	tss	dist_bp
4	81184341	6.27655298877239e-48	47.2022788003635	43.1391363361552	0	43.1391363361552	0.00416666666666665	ENST00000545647	ENSG00000138669	PRKG2	81153732	30609
4	111431444	3.31983005745324e-09	8.47888414731985	8.37060259163384	0	8.37060259163384	0.00416666666666665	ENST00000309733	ENSG00000174749	FAM241A	112145454	714010
4	156638073	3.99400236301837e-15	14.3985916825185	6.50390131518353	0	6.50390131518353	0.00416666666666665	ENST00000422544	ENSG00000145431	PDGFC	156970903	332830
4	156639174	3.15317751382953e-12	11.5012515791707	5.56583851437437	0	5.56583851437437	0.00983606557377059	ENST00000422544	ENSG00000145431	PDGFC	156970903	331729
5	32690199	6.88648782716346e-16	15.1620022158542	5.25118062154799	0	5.25118062154799	0.0142857142857142	ENST00000509104	ENSG00000113389	NPR3	32689070	1129
5	32710486	1.14596982069832e-12	11.9408268194339	8.1016223768923	0	8.1016223768923	0.00416666666666665	ENST00000326958	ENSG00000113389	NPR3	32710637	151
5	32855689	2.99004584762613e-08	7.52432215240521	2.40665030352529	0	2.40665030352529	0.321698739216987	ENST00000507141	ENSG00000113389	NPR3	32712331	143358
5	32935984	1.06538656407621e-08	7.97249278454045	2.64657888447871	0	2.64657888447871	0.265076335877863	ENST00000507141	ENSG00000113389	NPR3	32712331	223653
5	114427052	5.85581867343405e-09	8.23241237975469	2.95866860733636	0	2.95866860733636	0.195151515151515	ENST00000503706	ENSG00000080709	KCNN2	114433530	6478
5	127920075	2.04238420275063e-08	7.68986255733266	6.19198553402043	0	6.19198553402043	0.00416666666666665	ENST00000262461	ENSG00000064651	SLC12A2	128083766	163691
5	128018413	4.04272306057216e-08	7.39332600820498	2.47935880912242	0	2.47935880912242	0.303392330383481	ENST00000262461	ENSG00000064651	SLC12A2	128083766	65353
5	157521990	6.61825668585409e-09	8.17925639295009	4.25774612402207	0	4.25774612402207	0.04	ENST00000517374	ENSG00000135074	ADAM19	157502822	19168
5	157804457	4.98082395764594e-16	15.3026988077103	5.54064087864593	0	5.54064087864593	0.00983606557377059	ENST00000521615	ENSG00000113282	CLINT1	157805956	1499
5	157938502	3.29570339551293e-10	9.48205188055754	3.47165005374935	0	3.47165005374935	0.122543352601156	ENST00000523094	ENSG00000113282	CLINT1	157859145	79357
6	26091179	2.24875941352399e-09	8.64805700564396	3.80572853033531	0	3.80572853033531	0.0728813559322035	ENST00000485729	ENSG00000010704	HFE	26092948	1769
6	26159356	4.61960924124657e-08	7.33539475854508	2.26290985525633	0	2.26290985525633	0.351781970649895	ENST00000289316	ENSG00000158373	H2BC5	26158146	1210
6	26338056	5.58530841149173e-10	9.25295284086334	4.46355016063792	0	4.46355016063792	0.0330708661417323	ENST00000532865	ENSG00000186470	BTN3A2	26365159	27103
6	31430799	1.4292453810968e-08	7.84489320262421	4.32534195309585	0	4.32534195309585	0.0394557823129251	ENST00000421350	ENSG00000204520	MICA	31403672	27127
6	31605199	2.8564708537638e-11	10.5441702029404	3.14406739803595	0	3.14406739803595	0.154716981132075	ENST00000337917	ENSG00000204472	AIF1	31615227	10028
6	32076499	9.27409708951419e-09	8.0327283618347	2.69616479448566	0	2.69616479448566	0.253128205128205	ENST00000611016	ENSG00000168477	TNXB	32062484	14015
6	43365360	2.85255754239481e-08	7.54476558614113	4.3130904045736	0	4.3130904045736	0.0394557823129251	ENST00000361428	ENSG00000171467	ZNF318	43369647	4287
6	127090469	1.48067271113215e-12	11.8295409276081	7.53892681239395	0	7.53892681239395	0.00416666666666665	ENST00000356698	ENSG00000146374	RSPO3	127118671	28202
6	127116727	1.74207441063137e-24	23.7589332985612	19.4101070086847	0	19.4101070086847	0.00416666666666665	ENST00000356698	ENSG00000146374	RSPO3	127118671	1944
6	127287812	2.19013431496291e-10	9.65952925024732	5.61378028005382	0	5.61378028005382	0.00727272727272732	ENST00000610162	ENSG00000118518	RNF146	127266883	20929
6	134196674	1.05227867529762e-09	8.97786923060362	5.20730920719424	0	5.20730920719424	0.0162162162162163	ENST00000528577	ENSG00000118515	SGK1	134177905	18769
6	160997118	1.20272358665285e-09	8.91983417198256	8.17501926694159	0	8.17501926694159	0.00416666666666665	ENST00000366920	ENSG00000085511	MAP3K4	160991814	5304
7	1950337	4.03682008087549e-08	7.393960606454	4.89659451628692	0	4.89659451628692	0.0185567010309278	ENST00000437877	ENSG00000002822	MAD1L1	1940549	9788
7	27337867	2.73306918938495e-10	9.56334937372712	8.9376648264191	0	8.9376648264191	0.00416666666666665	ENST00000580535	ENSG00000106038	EVX1	27243368	94499
7	150543427	2.97660947134031e-08	7.52627814068664	7.26522798490636	0	7.26522798490636	0.00416666666666665	ENST00000461940	ENSG00000133574	GIMAP4	150567369	23942
7	150684021	5.26585018704447e-18	17.2785315006924	16.7911718067652	0	16.7911718067652	0.00416666666666665	ENST00000223293	ENSG00000106560	GIMAP2	150685706	1685
10	18419972	9.21968941243568e-09	8.03528370896126	4.13719061022666	0	4.13719061022666	0.0497041420118343	ENST00000650685	ENSG00000165995	CACNB2	18400634	19338
10	18571608	5.657806511937e-09	8.24735190881168	6.68861213488614	0	6.68861213488614	0.00416666666666665	ENST00000377304	ENSG00000241058	NSUN6	18651587	79979
10	18711195	7.12079723381782e-15	14.1474713806798	9.99990521112054	0	9.99990521112054	0.00416666666666665	ENST00000377275	ENSG00000165997	ARL5B	18659431	51764
10	63467553	2.81706696838234e-18	17.5502028286787	8.11026131827555	0	8.11026131827555	0.00416666666666665	ENST00000399262	ENSG00000171988	JMJD1C	63465977	1576
10	63524591	1.0866141865118e-22	21.9639246292456	11.55576643569	0	11.55576643569	0.00416666666666665	ENST00000373758	ENSG00000165476	REEP3	63521401	3190
10	95895940	1.41341940805737e-08	7.84972894956131	5.48193323236495	0	5.48193323236495	0.0123076923076924	ENST00000602648	ENSG00000188649	CC2D2B	95907603	11663
10	96035980	2.01504721548653e-10	9.69571477325239	7.31096892178217	0	7.31096892178217	0.00416666666666665	ENST00000403870	ENSG00000107443	CCNJ	96043394	7414
10	96039597	1.70271226073158e-11	10.7688587367318	4.20495849607117	0	4.20495849607117	0.0434782608695652	ENST00000403870	ENSG00000107443	CCNJ	96043394	3797
10	96058298	4.03032368012548e-08	7.39466007374786	4.22466009056613	0	4.22466009056613	0.0434782608695652	ENST00000465148	ENSG00000107443	CCNJ	96043583	14715
11	1874072	1.07559995129545e-14	13.9683492261141	6.63258931895593	0	6.63258931895593	0.00416666666666665	ENST00000432093	ENSG00000130592	LSP1	1876477	2405
11	1884342	1.49905881257735e-17	16.8241813281412	8.191571870547	0	8.191571870547	0.00416666666666665	ENST00000640310	ENSG00000283787	PRR33	1891895	7553
11	1906174	1.45096493192044e-11	10.8383430838114	0	4	0.966855829005063	1	ENST00000278317	ENSG00000130595	TNNT3	1919703	13529
11	1920255	6.24282415110561e-13	12.2046188981746	7.11292121764251	0	7.11292121764251	0.00416666666666665	ENST00000381558	ENSG00000130595	TNNT3	1919748	507
11	1941946	1.05226862050549e-11	10.9778733804184	3.65675240904523	0	3.65675240904523	0.097037037037037	ENST00000381519	ENSG00000214026	MRPL23	1947278	5332
11	10268593	7.19234809023976e-09	8.14312930208516	0	3	3.14805230551133	1	ENST00000533770	ENSG00000133812	SBF2	10294069	25476
11	43594287	2.73852354502086e-09	8.56248352078278	6.1693676926113	0	6.1693676926113	0.00416666666666665	ENST00000531185	ENSG00000149084	HSD17B12	43680709	86422
11	46286454	8.31705625413943e-09	8.08003036106564	6.01781417123558	0	6.01781417123558	0.00416666666666665	ENST00000534787	ENSG00000157613	CREB3L1	46295126	8672
11	46331362	3.70214441087875e-13	12.4315466445716	5.96072643593321	0	5.96072643593321	0.00416666666666665	ENST00000343674	ENSG00000149091	DGKZ	46332905	1543
11	47197153	6.78461235634483e-10	9.16847496101968	0	5	2.34003089999424	1	ENST00000530513	ENSG00000165912	PACSIN3	47186443	10710
11	47440758	2.9343403155116e-12	11.5324895194709	1.52196213043532	0	1.52196213043532	1	ENST00000298854	ENSG00000165917	RAPSN	47449136	8378
11	65391317	4.90507662294646e-08	7.30935420405102	2.50991238969309	0	2.50991238969309	0.295208655332303	ENST00000525156	ENSG00000126391	FRMD8	65386928	4389
12	90008959	1.06084735320227e-12	11.9743471028388	10.9054011416097	0	10.9054011416097	0.00416666666666665	ENST00000551310	ENSG00000070961	ATP2B1	89709300	299659
12	115552437	3.00083108477754e-19	18.5227584500979	15.5833899869996	0	15.5833899869996	0.00416666666666665	ENST00000649607	ENSG00000123066	MED13L	116008599	456162
14	50655357	3.20829758656426e-10	9.4937253554101	8.44656724411829	0	8.44656724411829	0.00416666666666665	ENST00000553731	ENSG00000151748	SAV1	50665365	10008
15	80991447	4.23513134100095e-09	8.37313311667035	6.92116654641781	0	6.92116654641781	0.00416666666666665	ENST00000561312	ENSG00000117899	MESD	80989828	1619
15	91428521	4.74145316545117e-24	23.3240885349047	16.2291419740976	0	16.2291419740976	0.00416666666666665	ENST00000330276	ENSG00000185518	SV2B	91225870	202651
15	91441673	4.06586960446825e-17	16.3908465536291	9.15789800506155	0	9.15789800506155	0.00416666666666665	ENST00000330276	ENSG00000185518	SV2B	91225870	215803
16	20361087	2.87243876422344e-14	13.5417492210012	12.1447317448541	0	12.1447317448541	0.00416666666666665	ENST00000570689	ENSG00000169344	UMOD	20356301	4786
16	81571979	1.46664414639851e-08	7.83367524675844	4.34149194940521	0	4.34149194940521	0.0394366197183098	ENST00000566513	ENSG00000153815	CMIP	81610307	38328
17	45055107	3.5472347814551e-12	11.4501100658512	5.53662273610086	0	5.53662273610086	0.00983606557377059	ENST00000452796	ENSG00000172992	DCAKD	45051680	3427
17	47440466	2.31002433100457e-10	9.63638344575055	3.46448031558905	0	3.46448031558905	0.122543352601156	ENST00000523842	ENSG00000178852	EFCAB13	47377816	62650
19	4965064	4.97408478718495e-10	9.30328681611218	6.18243627321578	0	6.18243627321578	0.00416666666666665	ENST00000159111	ENSG00000127663	KDM4B	4969113	4049
19	4966189	4.57071969778022e-08	7.34001541127246	3.30028252248983	0	3.30028252248983	0.14037558685446	ENST00000159111	ENSG00000127663	KDM4B	4969113	2924
19	5066995	1.2528056039107e-09	8.90211631264401	4.23647272952522	0	4.23647272952522	0.043312101910828	ENST00000588361	ENSG00000127663	KDM4B	5082452	15457
19	7253184	4.12626342276761e-16	15.3844430498959	11.6458386712773	0	11.6458386712773	0.00416666666666665	ENST00000341500	ENSG00000171105	INSR	7293931	40747
20	8607333	3.96932921873046e-11	10.401282878934	9.68780919701273	0	9.68780919701273	0.00416666666666665	ENST00000626966	ENSG00000182621	PLCB1	8600726	6607
20	10907703	2.12478337597981e-08	7.67268534016057	1.27910746461881	0	1.27910746461881	1	ENST00000254958	ENSG00000101384	JAG1	10673999	233704
20	10909444	2.38875157530086e-11	10.6218290135343	5.85035149971072	0	5.85035149971072	0.00727272727272732	ENST00000254958	ENSG00000101384	JAG1	10673999	235445
20	10969030	9.89951218252016e-27	26.0043862055701	11.5298087147034	0	11.5298087147034	0.00416666666666665	ENST00000254958	ENSG00000101384	JAG1	10673999	295031
20	10977631	1.09501852504722e-21	20.9605785335565	13.1375739124548	0	13.1375739124548	0.00416666666666665	ENST00000254958	ENSG00000101384	JAG1	10673999	303632
20	57698020	1.74166765847635e-13	12.7590347126233	7.63541287272227	0	7.63541287272227	0.00416666666666665	ENST00000395814	ENSG00000124225	PMEPA1	57691830	6190
20	57768743	2.09952006779179e-10	9.67787996989978	6.26710676961058	0	6.26710676961058	0.00416666666666665	ENST00000265626	ENSG00000124225	PMEPA1	57711536	57207
