chr	pos	pG0	mlp	W	kappa	tau	Qvalue	transcript_id	gene_id	gene_symbol	tss	dist_bp
2	11169454	7.95932415819727e-06	5.09912380749181	4.98003153139698	0	4.98003153139698	0.0181818181818181	ENST00000428481	ENSG00000162976	SLC66A3	11155609	13845
2	26946788	5.50740798338005e-06	5.25905275021789	5.06630919057648	0	5.06630919057648	0.0168674698795182	ENST00000233121	ENSG00000084764	MAPRE3	26970637	23849
2	27015610	2.0107712017882e-07	6.69663734335347	4.57105169628863	0	4.57105169628863	0.0285714285714285	ENST00000402218	ENSG00000084764	MAPRE3	27014799	811
2	28464198	5.28908399299504e-05	4.27661953613764	3.73516243341275	0	3.73516243341275	0.0888	ENST00000416713	ENSG00000163803	PLB1	28457145	7053
2	43540125	3.86056620992456e-09	8.41334899485872	6.24978532779823	0	6.24978532779823	0.00416666666666665	ENST00000407351	ENSG00000115970	THADA	43570515	30390
2	129040670	0.000177482135616165	3.75084535412308	3.6414324329733	0	3.6414324329733	0.0982078853046595	ENST00000259241	ENSG00000136720	HS6ST1	128318868	721802
2	148628050	3.57556696202083e-08	7.44665508422531	5.47658188705629	0	5.47658188705629	0.0123076923076924	ENST00000457184	ENSG00000135999	EPC2	148644440	16390
2	148818084	1.61367030695506e-06	5.79218519235018	4.79865783973707	0	4.79865783973707	0.02	ENST00000435030	ENSG00000168280	KIF5C	148875227	57143
2	161360276	5.63285744606476e-06	5.24927123956366	4.51998886427596	0	4.51998886427596	0.0285714285714285	ENST00000437630	ENSG00000115233	PSMD14	161308600	51676
2	162226315	8.55132451843745e-05	4.06796661199728	3.75268166661715	0	3.75268166661715	0.0854838709677419	ENST00000447386	ENSG00000078098	FAP	162243048	16733
2	181561429	2.165250048572e-05	4.66449194298526	3.96036837012826	0	3.96036837012826	0.0634615384615385	ENST00000374969	ENSG00000188452	CERKL	181657006	95577
2	203478163	4.37710891795426e-05	4.35881264646937	3.95981943734461	0	3.95981943734461	0.0634615384615385	ENST00000374493	ENSG00000173166	RAPH1	203495353	17190
2	217808729	6.66409909538041e-07	6.17625855357952	4.06761444988622	0	4.06761444988622	0.0562162162162163	ENST00000446688	ENSG00000079308	TNS1	217842160	33431
2	222094515	1.70333152375672e-05	4.76870081596825	4.12222872783101	0	4.12222872783101	0.0502857142857143	ENST00000336840	ENSG00000135903	PAX3	222298659	204144
3	12281202	4.46879941350105e-06	5.34980913864121	5.0259850330494	0	5.0259850330494	0.0168674698795182	ENST00000397010	ENSG00000132170	PPARG	12287368	6166
3	14966995	3.94171797956496e-06	5.40431445167002	3.98419007387828	0	3.98419007387828	0.0616915422885571	ENST00000437120	ENSG00000177463	NR2C2	14962409	4586
3	20142679	8.29110489322043e-06	5.08138759043231	4.97381158009269	0	4.97381158009269	0.0181818181818181	ENST00000425061	ENSG00000129810	SGO1	20186127	43448
3	48509515	4.80306887825788e-05	4.31848118533005	3.80695971038373	0	3.80695971038373	0.0728813559322035	ENST00000444115	ENSG00000164054	SHISA5	48504826	4689
3	53058459	4.66745184419563e-07	6.33092015413046	5.97283695142741	0	5.97283695142741	0.00416666666666665	ENST00000483069	ENSG00000163935	SFMBT1	53046663	11796
3	53591700	7.01733449193794e-06	5.15382782166976	5.02938962097952	0	5.02938962097952	0.0168674698795182	ENST00000636627	ENSG00000157388	CACNA1D	53660270	68570
3	124485259	9.24507939694572e-05	4.03408935475821	3.97327785201253	0	3.97327785201253	0.0630541871921182	ENST00000684360	ENSG00000160145	KALRN	124456700	28559
3	138119952	7.47543096064068e-08	7.12636376508607	6.07395152005093	0	6.07395152005093	0.00416666666666665	ENST00000492010	ENSG00000158163	DZIP1L	138115818	4134
3	141064550	1.87323114644895e-05	4.72740862976117	4.34102612748942	0	4.34102612748942	0.0394366197183098	ENST00000310546	ENSG00000175093	SPSB4	141051347	13203
3	141224043	1.24005633713471e-05	4.90655858390959	3.9249895871732	0	3.9249895871732	0.0641148325358851	ENST00000505013	ENSG00000155893	PXYLP1	141228726	4683
3	143411876	6.25858820165105e-05	4.20352362292092	3.77760326729687	0	3.77760326729687	0.0783673469387756	ENST00000309575	ENSG00000175040	CHST2	143119771	292105
3	154801978	3.68569829867752e-05	4.43348021783701	4.13086739138455	0	4.13086739138455	0.0497109826589595	ENST00000492661	ENSG00000196549	MME	155024124	222146
4	26806736	1.99749962904608e-10	9.69951329266642	4.43621266078134	0	4.43621266078134	0.0356589147286821	ENST00000494628	ENSG00000109689	STIM2	26857678	50942
4	28157297	5.50149535999267e-06	5.25951924899211	5.04215837115465	0	5.04215837115465	0.0168674698795182	ENST00000473519	ENSG00000109689	STIM2	27003000	1154297
4	38305636	9.60401317220645e-05	4.01754725296605	3.97036861022051	0	3.97036861022051	0.0634615384615385	ENST00000421339	ENSG00000065882	TBC1D1	38045871	259765
4	38384211	4.22380930711865e-05	4.37429569718247	4.10545408005587	0	4.10545408005587	0.0553672316384182	ENST00000514033	ENSG00000109787	KLF3	38664197	279986
4	67093452	3.14489898225012e-05	4.50239330002982	3.66777079162661	0	3.66777079162661	0.0959107806691451	ENST00000273853	ENSG00000145241	CENPC	67545503	452051
4	75248505	0.000162701890684063	3.78860740029679	3.68945911298642	0	3.68945911298642	0.0946564885496184	ENST00000506261	ENSG00000174796	THAP6	75513946	265441
4	81073220	5.64609982631363e-07	6.24825144754335	5.0684461033656	0	5.0684461033656	0.0168674698795182	ENST00000282701	ENSG00000152785	BMP3	81030708	42512
4	81184341	6.27655298877239e-48	47.2022788003635	43.1391363361552	0	43.1391363361552	0.00416666666666665	ENST00000545647	ENSG00000138669	PRKG2	81153732	30609
4	81205193	8.98982683320556e-06	5.04624867379598	4.61413812572366	0	4.61413812572366	0.0285714285714285	ENST00000395578	ENSG00000138669	PRKG2	81215034	9841
4	81207686	9.95068487118562e-05	4.00214702724013	3.66913360220056	0	3.66913360220056	0.0959107806691451	ENST00000395578	ENSG00000138669	PRKG2	81215034	7348
4	102926923	4.66932863551751e-06	5.33074555858813	3.74460525227061	0	3.74460525227061	0.0867469879518072	ENST00000511253	ENSG00000164037	SLC9B1	102911541	15382
4	108538215	1.72718463911155e-05	4.76266123309784	4.15574607934108	0	4.15574607934108	0.0496969696969698	ENST00000502534	ENSG00000109475	RPL34	108620569	82354
4	111431444	3.31983005745324e-09	8.47888414731985	8.37060259163384	0	8.37060259163384	0.00416666666666665	ENST00000309733	ENSG00000174749	FAM241A	112145454	714010
4	138374937	1.40086381796061e-05	4.85360408168988	4.49405885337007	0	4.49405885337007	0.0308943089430895	ENST00000280612	ENSG00000151012	SLC7A11	138242349	132588
4	156607143	2.47761866171895e-06	5.60596553648117	3.90180069503192	0	3.90180069503192	0.0642201834862386	ENST00000422544	ENSG00000145431	PDGFC	156970903	363760
4	156638073	3.99400236301837e-15	14.3985916825185	6.50390131518353	0	6.50390131518353	0.00416666666666665	ENST00000422544	ENSG00000145431	PDGFC	156970903	332830
4	156639174	3.15317751382953e-12	11.5012515791707	5.56583851437437	0	5.56583851437437	0.00983606557377059	ENST00000422544	ENSG00000145431	PDGFC	156970903	331729
4	156699636	1.53726978838576e-06	5.8132499078254	4.42924344396105	0	4.42924344396105	0.0360902255639097	ENST00000422544	ENSG00000145431	PDGFC	156970903	271267
4	177650866	8.23878283993258e-05	4.08413694424292	3.63116806694549	0	3.63116806694549	0.0992857142857142	ENST00000264595	ENSG00000038002	AGA	177442437	208429
5	3464328	1.52776141930069e-05	4.81594446144827	4.3501822302948	0	4.3501822302948	0.0394160583941605	ENST00000302006	ENSG00000170549	IRX1	3595832	131504
5	32690199	6.88648782716346e-16	15.1620022158542	5.25118062154799	0	5.25118062154799	0.0142857142857142	ENST00000509104	ENSG00000113389	NPR3	32689070	1129
5	32710486	1.14596982069832e-12	11.9408268194339	8.1016223768923	0	8.1016223768923	0.00416666666666665	ENST00000326958	ENSG00000113389	NPR3	32710637	151
5	32778233	1.17124970235865e-07	6.93135050646832	5.06120269327441	0	5.06120269327441	0.0168674698795182	ENST00000507141	ENSG00000113389	NPR3	32712331	65902
5	32788696	2.32841909751347e-06	5.63293884732278	4.88314475011669	0	4.88314475011669	0.0185567010309278	ENST00000507141	ENSG00000113389	NPR3	32712331	76365
5	55419913	5.04965980535981e-05	4.29673787923414	4.11280877896296	0	4.11280877896296	0.0522727272727273	ENST00000508716	ENSG00000039123	MTREX	55416056	3857
5	55892197	3.74775597173486e-05	4.42622869515332	4.33342110462024	0	4.33342110462024	0.0394366197183098	ENST00000611895	ENSG00000164509	IL31RA	55859509	32688
5	68685037	1.89480584850088e-06	5.72243528345024	4.87993738675794	0	4.87993738675794	0.0185567010309278	ENST00000523872	ENSG00000145675	PIK3R1	68292568	392469
5	70891683	9.51230166596854e-05	4.02171438528296	3.7758297778248	0	3.7758297778248	0.0783673469387756	ENST00000317633	ENSG00000172058	SERF1A	70900669	8986
5	113992200	4.30242846279229e-06	5.36628634202837	4.06439592847869	0	4.06439592847869	0.0562162162162163	ENST00000512097	ENSG00000080709	KCNN2	114056069	63869
5	127920075	2.04238420275063e-08	7.68986255733266	6.19198553402043	0	6.19198553402043	0.00416666666666665	ENST00000262461	ENSG00000064651	SLC12A2	128083766	163691
5	131744574	1.61188995482388e-06	5.79266461119353	5.28543417099804	0	5.28543417099804	0.0142857142857142	ENST00000307968	ENSG00000217128	FNIP1	131796921	52347
5	132178781	2.7084952074615e-05	4.56727192853713	3.98175244412078	0	3.98175244412078	0.0616915422885571	ENST00000395164	ENSG00000072682	P4HA2	132222091	43310
5	134958768	8.46245928156336e-06	5.0725034079771	4.55993583169916	0	4.55993583169916	0.0285714285714285	ENST00000282611	ENSG00000152705	CATSPER3	134967907	9139
5	148161051	5.59985282190236e-05	4.25182338718588	4.13194004986185	0	4.13194004986185	0.0497109826589595	ENST00000356972	ENSG00000196800	SPINK14	148168546	7495
5	157521990	6.61825668585409e-09	8.17925639295009	4.25774612402207	0	4.25774612402207	0.04	ENST00000517374	ENSG00000135074	ADAM19	157502822	19168
5	157528179	8.88169222290046e-08	7.05150428049942	4.46909793551455	0	4.46909793551455	0.032	ENST00000517374	ENSG00000135074	ADAM19	157502822	25357
5	157707055	2.05107745946447e-05	4.68801793807982	3.89065246473662	0	3.89065246473662	0.0642201834862386	ENST00000231198	ENSG00000113272	THG1L	157731420	24365
5	157804457	4.98082395764594e-16	15.3026988077103	5.54064087864593	0	5.54064087864593	0.00983606557377059	ENST00000521615	ENSG00000113282	CLINT1	157805956	1499
5	158030622	9.58450263884797e-07	6.01843041870748	3.86988333409725	0	3.86988333409725	0.0669603524229074	ENST00000523094	ENSG00000113282	CLINT1	157859145	171477
5	158482827	2.65437089026702e-07	6.57603839407805	4.16793055420319	0	4.16793055420319	0.0478527607361963	ENST00000622875	ENSG00000164330	EBF1	158840123	357296
5	158497639	0.00017608343283631	3.7542815035798	3.63073839346906	0	3.63073839346906	0.0996441281138789	ENST00000622875	ENSG00000164330	EBF1	158840123	342484
6	26091179	2.24875941352399e-09	8.64805700564396	3.80572853033531	0	3.80572853033531	0.0728813559322035	ENST00000485729	ENSG00000010704	HFE	26092948	1769
6	26184041	3.53886923194013e-05	4.45113548508672	4.15828463621791	0	4.15828463621791	0.0487804878048781	ENST00000614097	ENSG00000274290	H2BC6	26183761	280
6	26338056	5.58530841149173e-10	9.25295284086334	4.46355016063792	0	4.46355016063792	0.0330708661417323	ENST00000532865	ENSG00000186470	BTN3A2	26365159	27103
6	31334945	7.91637502945833e-08	7.10147363976045	4.66323916645789	0	4.66323916645789	0.0283018867924529	ENST00000640094	ENSG00000234745	HLA-B	31355404	20459
6	31430799	1.4292453810968e-08	7.84489320262421	4.32534195309585	0	4.32534195309585	0.0394557823129251	ENST00000421350	ENSG00000204520	MICA	31403672	27127
6	43365360	2.85255754239481e-08	7.54476558614113	4.3130904045736	0	4.3130904045736	0.0394557823129251	ENST00000361428	ENSG00000171467	ZNF318	43369647	4287
6	43785741	3.57824607496643e-06	5.44632979643346	4.97928491850738	0	4.97928491850738	0.0181818181818181	ENST00000520265	ENSG00000112715	VEGFA	43774353	11388
6	51267355	0.000103638999709623	3.984476787337	3.84616314866384	0	3.84616314866384	0.0669603524229074	ENST00000393655	ENSG00000008196	TFAP2B	50818871	448484
6	80104754	7.36823793297482e-05	4.13263635847494	3.91657336954677	0	3.91657336954677	0.0642201834862386	ENST00000369760	ENSG00000083123	BCKDHB	80106647	1893
6	95152534	3.397718595814e-06	5.4688125929025	3.89008498305573	0	3.89008498305573	0.0642201834862386	ENST00000369293	ENSG00000172469	MANEA	95577485	424951
6	117663047	0.000118433672399623	3.92652480387761	3.65298059561293	0	3.65298059561293	0.0974358974358975	ENST00000368494	ENSG00000153989	NUS1	117675469	12422
6	126478586	2.54086022639382e-06	5.59501922498328	5.13678317142083	0	5.13678317142083	0.0162162162162163	ENST00000368326	ENSG00000203760	CENPW	126340174	138412
6	126661502	4.93143608244397e-07	6.30702659150149	4.47315373307031	0	4.47315373307031	0.0308943089430895	ENST00000368326	ENSG00000203760	CENPW	126340174	321328
6	126964510	1.3981338207607e-06	5.85445125860714	4.98989487536699	0	4.98989487536699	0.0181818181818181	ENST00000356698	ENSG00000146374	RSPO3	127118671	154161
6	127011064	2.58158935841789e-06	5.58811283780787	5.31684019081128	0	5.31684019081128	0.0142857142857142	ENST00000356698	ENSG00000146374	RSPO3	127118671	107607
6	127090469	1.48067271113215e-12	11.8295409276081	7.53892681239395	0	7.53892681239395	0.00416666666666665	ENST00000356698	ENSG00000146374	RSPO3	127118671	28202
6	127116727	1.74207441063137e-24	23.7589332985612	19.4101070086847	0	19.4101070086847	0.00416666666666665	ENST00000356698	ENSG00000146374	RSPO3	127118671	1944
6	127287812	2.19013431496291e-10	9.65952925024732	5.61378028005382	0	5.61378028005382	0.00727272727272732	ENST00000610162	ENSG00000118518	RNF146	127266883	20929
6	127362092	2.06503572287795e-06	5.68507243111916	5.31281842216206	0	5.31281842216206	0.0142857142857142	ENST00000454859	ENSG00000093144	ECHDC1	127343609	18483
6	127529780	6.87316480268057e-05	4.16284324258349	3.85854181644159	0	3.85854181644159	0.0669603524229074	ENST00000525778	ENSG00000214338	SOGA3	127519191	10589
6	127896807	2.28551817224077e-05	4.6410153212692	4.14192681297583	0	4.14192681297583	0.0497041420118343	ENST00000434358	ENSG00000172673	THEMIS	127900958	4151
6	134098282	1.46454967637681e-05	4.83429589280421	4.61256872944955	0	4.61256872944955	0.0285714285714285	ENST00000275230	ENSG00000146411	SLC2A12	134052624	45658
6	134196674	1.05227867529762e-09	8.97786923060362	5.20730920719424	0	5.20730920719424	0.0162162162162163	ENST00000528577	ENSG00000118515	SGK1	134177905	18769
6	151006643	3.10984804218281e-07	6.50726083156925	5.74477117218642	0	5.74477117218642	0.00727272727272732	ENST00000420192	ENSG00000120254	MTHFD1L	151014880	8237
6	159700461	8.92988661774294e-06	5.04915405528852	4.44297831907166	0	4.44297831907166	0.0330708661417323	ENST00000337404	ENSG00000112096	SOD2	159693278	7183
6	159705122	1.05237509597391e-05	4.97782943786596	4.73835268008781	0	4.73835268008781	0.0215686274509803	ENST00000337404	ENSG00000112096	SOD2	159693278	11844
6	160997118	1.20272358665285e-09	8.91983417198256	8.17501926694159	0	8.17501926694159	0.00416666666666665	ENST00000366920	ENSG00000085511	MAP3K4	160991814	5304
6	163140694	3.31801214078837e-05	4.47912202920143	3.87826091241897	0	3.87826091241897	0.0654545454545454	ENST00000542936	ENSG00000112530	PACRG	163062286	78408
7	1950337	4.03682008087549e-08	7.393960606454	4.89659451628692	0	4.89659451628692	0.0185567010309278	ENST00000437877	ENSG00000002822	MAD1L1	1940549	9788
7	7217796	8.74573382175064e-07	6.05820374463397	4.13745778125104	0	4.13745778125104	0.0497041420118343	ENST00000223122	ENSG00000106392	C1GALT1	7234258	16462
7	27337867	2.73306918938495e-10	9.56334937372712	8.9376648264191	0	8.9376648264191	0.00416666666666665	ENST00000580535	ENSG00000106038	EVX1	27243368	94499
7	94002286	2.93889555849228e-05	4.5318158474682	3.77902609800791	0	3.77902609800791	0.0783673469387756	ENST00000222547	ENSG00000105829	BET1	94004355	2069
7	106409452	7.32456433406221e-07	6.1352182020919	4.68614510249912	0	4.68614510249912	0.0283018867924529	ENST00000424768	ENSG00000105835	NAMPT	106285966	123486
7	131323710	2.00236997063003e-06	5.69845567642793	4.73634291316109	0	4.73634291316109	0.0215686274509803	ENST00000446815	ENSG00000128585	MKLN1	131327846	4136
7	150494533	2.11869416516428e-06	5.67393172944662	4.24377205118319	0	4.24377205118319	0.0423076923076924	ENST00000313543	ENSG00000179144	GIMAP7	150514872	20339
7	150543427	2.97660947134031e-08	7.52627814068664	7.26522798490636	0	7.26522798490636	0.00416666666666665	ENST00000461940	ENSG00000133574	GIMAP4	150567369	23942
7	150684021	5.26585018704447e-18	17.2785315006924	16.7911718067652	0	16.7911718067652	0.00416666666666665	ENST00000223293	ENSG00000106560	GIMAP2	150685706	1685
7	150700515	5.38355046355565e-06	5.26893121166448	3.93871985325208	0	3.93871985325208	0.0634615384615385	ENST00000474605	ENSG00000106560	GIMAP2	150685727	14788
7	155753306	2.48142945977272e-06	5.60529806609104	3.73294431265293	0	3.73294431265293	0.0896825396825396	ENST00000341148	ENSG00000184863	RBM33	155746586	6720
8	1671835	4.85668828528617e-05	4.3136597697665	3.78257878791502	0	3.78257878791502	0.0778242677824268	ENST00000522499	ENSG00000198010	DLGAP2	1676537	4702
8	9320959	2.03319000343714e-07	6.69182203425497	4.42305529465111	0	4.42305529465111	0.0360902255639097	ENST00000519699	ENSG00000173281	PPP1R3B	9151574	169385
8	11836318	9.96294939256766e-07	6.00161207570267	4.59449927635142	0	4.59449927635142	0.0285714285714285	ENST00000679121	ENSG00000164733	CTSB	11853479	17161
8	17419074	7.00837502208012e-05	4.15438266687675	3.72860115124359	0	3.72860115124359	0.0896825396825396	ENST00000180173	ENSG00000003987	MTMR7	17413351	5723
8	23417091	6.89377812659355e-06	5.16154269829197	4.01167031018553	0	4.01167031018553	0.0591836734693878	ENST00000524144	ENSG00000134013	LOXL2	23425291	8200
8	25900675	5.83945263018487e-08	7.23362786022175	3.65127987732169	0	3.65127987732169	0.0974358974358975	ENST00000535548	ENSG00000221818	EBF2	25887916	12759
8	25908220	4.55064828527087e-05	4.34192672935161	3.80578520628309	0	3.80578520628309	0.0728813559322035	ENST00000535548	ENSG00000221818	EBF2	25887916	20304
8	52969933	5.26085270136598e-05	4.2789438578454	4.1265990765176	0	4.1265990765176	0.0497109826589595	ENST00000674939	ENSG00000288611	NPBWR1	52939182	30751
8	105959223	2.56605704571261e-07	6.59073369310419	5.0790776690386	0	5.0790776690386	0.0168674698795182	ENST00000517566	ENSG00000164830	OXR1	106270190	310967
8	128585021	0.000106751125049266	3.9716275392527	3.77513356731446	0	3.77513356731446	0.0783673469387756	ENST00000652288	ENSG00000136997	MYC	127737621	847400
8	129355154	4.28698658908391e-05	4.36784787508418	3.92098349724986	0	3.92098349724986	0.0642201834862386	ENST00000619643	ENSG00000147697	GSDMC	129777587	422433
8	140068157	1.19046231936266e-05	4.92428434637574	4.79672187824497	0	4.79672187824497	0.02	ENST00000634178	ENSG00000167632	TRAPPC9	140275753	207596
8	140935952	1.54369909442981e-05	4.81143735060938	3.91444030357275	0	3.91444030357275	0.0642201834862386	ENST00000521395	ENSG00000169398	PTK2	140934590	1362
9	659979	2.765789686469e-05	4.55818084717632	3.6768635609825	0	3.6768635609825	0.0959107806691451	ENST00000382289	ENSG00000107104	KANK1	676918	16939
9	8170760	2.16966245557939e-05	4.663607826097	3.91935311988918	0	3.91935311988918	0.0642201834862386	ENST00000637354	ENSG00000153707	PTPRD	8484259	313499
9	31373203	3.04701813812011e-06	5.51612496052559	4.14667351472798	0	4.14667351472798	0.0497041420118343	ENST00000541043	ENSG00000122729	ACO1	32384603	1011400
9	95279532	6.81481549225298e-05	4.16654589797768	3.82466219788185	0	3.82466219788185	0.0698689956331877	ENST00000649872	ENSG00000158169	FANCC	95249291	30241
9	112760293	1.21044292839113e-05	4.91705568244622	4.25257682719577	0	4.25257682719577	0.04	ENST00000374232	ENSG00000148158	SNX30	112750760	9533
9	113169775	3.39480721624523e-06	5.46918488332696	4.04783239733913	0	4.04783239733913	0.0578947368421052	ENST00000259392	ENSG00000136867	SLC31A2	113151007	18768
9	136522274	3.76408576718016e-05	4.42434048944544	3.66375770219714	0	3.66375770219714	0.0959107806691451	ENST00000680778	ENSG00000148400	NOTCH1	136512848	9426
10	18419972	9.21968941243568e-09	8.03528370896126	4.13719061022666	0	4.13719061022666	0.0497041420118343	ENST00000650685	ENSG00000165995	CACNB2	18400634	19338
10	18459282	9.71414072917126e-06	5.01259560917472	3.67123303967914	0	3.67123303967914	0.0959107806691451	ENST00000650685	ENSG00000165995	CACNB2	18400634	58648
10	18571608	5.657806511937e-09	8.24735190881168	6.68861213488614	0	6.68861213488614	0.00416666666666665	ENST00000377304	ENSG00000241058	NSUN6	18651587	79979
10	18711195	7.12079723381782e-15	14.1474713806798	9.99990521112054	0	9.99990521112054	0.00416666666666665	ENST00000377275	ENSG00000165997	ARL5B	18659431	51764
10	48411796	9.80212070939423e-05	4.00867995361884	3.79464715484293	0	3.79464715484293	0.0767932489451477	ENST00000374176	ENSG00000107643	MAPK8	48401648	10148
10	63467553	2.81706696838234e-18	17.5502028286787	8.11026131827555	0	8.11026131827555	0.00416666666666665	ENST00000399262	ENSG00000171988	JMJD1C	63465977	1576
10	63524591	1.0866141865118e-22	21.9639246292456	11.55576643569	0	11.55576643569	0.00416666666666665	ENST00000373758	ENSG00000165476	REEP3	63521401	3190
10	95895940	1.41341940805737e-08	7.84972894956131	5.48193323236495	0	5.48193323236495	0.0123076923076924	ENST00000602648	ENSG00000188649	CC2D2B	95907603	11663
10	96035980	2.01504721548653e-10	9.69571477325239	7.31096892178217	0	7.31096892178217	0.00416666666666665	ENST00000403870	ENSG00000107443	CCNJ	96043394	7414
10	96039597	1.70271226073158e-11	10.7688587367318	4.20495849607117	0	4.20495849607117	0.0434782608695652	ENST00000403870	ENSG00000107443	CCNJ	96043394	3797
10	96058298	4.03032368012548e-08	7.39466007374786	4.22466009056613	0	4.22466009056613	0.0434782608695652	ENST00000465148	ENSG00000107443	CCNJ	96043583	14715
10	107164388	5.89603790933376e-05	4.22943973278782	3.8088853979716	0	3.8088853979716	0.0724137931034483	ENST00000263054	ENSG00000108018	SORCS1	107164706	318
10	110321041	6.30251654220897e-05	4.20048600575772	3.96544431651985	0	3.96544431651985	0.0634615384615385	ENST00000369603	ENSG00000119953	SMNDC1	110304920	16121
10	115711648	7.04074527708245e-06	5.15238136747817	4.86091003505111	0	4.86091003505111	0.0185567010309278	ENST00000526373	ENSG00000107518	ATRNL1	115300231	411417
10	115810745	3.39577296498801e-05	4.46906135357206	3.69267483761992	0	3.69267483761992	0.0946564885496184	ENST00000682489	ENSG00000151892	GFRA1	116272278	461533
10	133803156	1.0760956451928e-05	4.96814912612929	3.84774830445339	0	3.84774830445339	0.0669603524229074	ENST00000425520	ENSG00000225899	FRG2B	133626795	176361
11	1874072	1.07559995129545e-14	13.9683492261141	6.63258931895593	0	6.63258931895593	0.00416666666666665	ENST00000432093	ENSG00000130592	LSP1	1876477	2405
11	1884342	1.49905881257735e-17	16.8241813281412	8.191571870547	0	8.191571870547	0.00416666666666665	ENST00000640310	ENSG00000283787	PRR33	1891895	7553
11	1894039	5.00848729447453e-05	4.30029342360635	3.65986595975879	0	3.65986595975879	0.0959107806691451	ENST00000640310	ENSG00000283787	PRR33	1891895	2144
11	1920255	6.24282415110561e-13	12.2046188981746	7.11292121764251	0	7.11292121764251	0.00416666666666665	ENST00000381558	ENSG00000130595	TNNT3	1919748	507
11	1941946	1.05226862050549e-11	10.9778733804184	3.65675240904523	0	3.65675240904523	0.097037037037037	ENST00000381519	ENSG00000214026	MRPL23	1947278	5332
11	6436789	0.00014293375910796	3.84486518434585	3.64021534848708	0	3.64021534848708	0.0982078853046595	ENST00000265983	ENSG00000110169	HPX	6440987	4198
11	9778416	8.69437811337302e-05	4.06076147652376	3.77136356865166	0	3.77136356865166	0.0809716599190285	ENST00000525040	ENSG00000133812	SBF2	9787973	9557
11	9897706	3.35548530356944e-05	4.47424465897634	4.00363478061874	0	4.00363478061874	0.0591836734693878	ENST00000689597	ENSG00000133812	SBF2	9989595	91889
