chr	pos	pG0	mlp	W	kappa	tau	Qvalue
10	63524591	1.0866141865118e-22	21.9639246292456	11.55576643569	0	11.55576643569	0.00416666666666665
10	95895940	1.41341940805737e-08	7.84972894956131	5.48193323236495	0	5.48193323236495	0.0123076923076924
10	96035980	2.01504721548653e-10	9.69571477325239	7.31096892178217	0	7.31096892178217	0.00416666666666665
10	96039597	1.70271226073158e-11	10.7688587367318	4.20495849607117	0	4.20495849607117	0.0434782608695652
10	96058298	4.03032368012548e-08	7.39466007374786	4.22466009056613	0	4.22466009056613	0.0434782608695652
11	1874072	1.07559995129545e-14	13.9683492261141	6.63258931895593	0	6.63258931895593	0.00416666666666665
11	1884342	1.49905881257735e-17	16.8241813281412	8.191571870547	0	8.191571870547	0.00416666666666665
11	1906174	1.45096493192044e-11	10.8383430838114	0	4	0.966855829005063	1
11	1920255	6.24282415110561e-13	12.2046188981746	7.11292121764251	0	7.11292121764251	0.00416666666666665
11	1941946	1.05226862050549e-11	10.9778733804184	3.65675240904523	0	3.65675240904523	0.097037037037037
11	10268593	7.19234809023976e-09	8.14312930208516	0	3	3.14805230551133	1
11	43594287	2.73852354502086e-09	8.56248352078278	6.1693676926113	0	6.1693676926113	0.00416666666666665
11	46286454	8.31705625413943e-09	8.08003036106564	6.01781417123558	0	6.01781417123558	0.00416666666666665
11	46331362	3.70214441087875e-13	12.4315466445716	5.96072643593321	0	5.96072643593321	0.00416666666666665
11	47197153	6.78461235634483e-10	9.16847496101968	0	5	2.34003089999424	1
11	47440758	2.9343403155116e-12	11.5324895194709	1.52196213043532	0	1.52196213043532	1
11	65391317	4.90507662294646e-08	7.30935420405102	2.50991238969309	0	2.50991238969309	0.295208655332303
12	90008959	1.06084735320227e-12	11.9743471028388	10.9054011416097	0	10.9054011416097	0.00416666666666665
12	115552437	3.00083108477754e-19	18.5227584500979	15.5833899869996	0	15.5833899869996	0.00416666666666665
14	50655357	3.20829758656426e-10	9.4937253554101	8.44656724411829	0	8.44656724411829	0.00416666666666665
15	80991447	4.23513134100095e-09	8.37313311667035	6.92116654641781	0	6.92116654641781	0.00416666666666665
15	91428521	4.74145316545117e-24	23.3240885349047	16.2291419740976	0	16.2291419740976	0.00416666666666665
15	91441673	4.06586960446825e-17	16.3908465536291	9.15789800506155	0	9.15789800506155	0.00416666666666665
16	20361087	2.87243876422344e-14	13.5417492210012	12.1447317448541	0	12.1447317448541	0.00416666666666665
16	81571979	1.46664414639851e-08	7.83367524675844	4.34149194940521	0	4.34149194940521	0.0394366197183098
17	45055107	3.5472347814551e-12	11.4501100658512	5.53662273610086	0	5.53662273610086	0.00983606557377059
17	47440466	2.31002433100457e-10	9.63638344575055	3.46448031558905	0	3.46448031558905	0.122543352601156
19	4965064	4.97408478718495e-10	9.30328681611218	6.18243627321578	0	6.18243627321578	0.00416666666666665
19	4966189	4.57071969778022e-08	7.34001541127246	3.30028252248983	0	3.30028252248983	0.14037558685446
19	5066995	1.2528056039107e-09	8.90211631264401	4.23647272952522	0	4.23647272952522	0.043312101910828
19	7253184	4.12626342276761e-16	15.3844430498959	11.6458386712773	0	11.6458386712773	0.00416666666666665
20	8607333	3.96932921873046e-11	10.401282878934	9.68780919701273	0	9.68780919701273	0.00416666666666665
20	10907703	2.12478337597981e-08	7.67268534016057	1.27910746461881	0	1.27910746461881	1
20	10909444	2.38875157530086e-11	10.6218290135343	5.85035149971072	0	5.85035149971072	0.00727272727272732
20	10969030	9.89951218252016e-27	26.0043862055701	11.5298087147034	0	11.5298087147034	0.00416666666666665
20	10977631	1.09501852504722e-21	20.9605785335565	13.1375739124548	0	13.1375739124548	0.00416666666666665
20	57698020	1.74166765847635e-13	12.7590347126233	7.63541287272227	0	7.63541287272227	0.00416666666666665
20	57768743	2.09952006779179e-10	9.67787996989978	6.26710676961058	0	6.26710676961058	0.00416666666666665
