chr	pos	pG0	mlp	W	kappa	tau	Qvalue
1	218525588	2.93843038140837e-08	7.53188459432455	7.29854441934825	0	7.29854441934825	0.00416666666666665
2	11169454	7.95932415819727e-06	5.09912380749181	4.98003153139698	0	4.98003153139698	0.0181818181818181
2	26946788	5.50740798338005e-06	5.25905275021789	5.06630919057648	0	5.06630919057648	0.0168674698795182
2	27015610	2.0107712017882e-07	6.69663734335347	4.57105169628863	0	4.57105169628863	0.0285714285714285
2	28464198	5.28908399299504e-05	4.27661953613764	3.73516243341275	0	3.73516243341275	0.0888
2	43540125	3.86056620992456e-09	8.41334899485872	6.24978532779823	0	6.24978532779823	0.00416666666666665
2	129040670	0.000177482135616165	3.75084535412308	3.6414324329733	0	3.6414324329733	0.0982078853046595
2	148628050	3.57556696202083e-08	7.44665508422531	5.47658188705629	0	5.47658188705629	0.0123076923076924
2	148818084	1.61367030695506e-06	5.79218519235018	4.79865783973707	0	4.79865783973707	0.02
2	161360276	5.63285744606476e-06	5.24927123956366	4.51998886427596	0	4.51998886427596	0.0285714285714285
2	162226315	8.55132451843745e-05	4.06796661199728	3.75268166661715	0	3.75268166661715	0.0854838709677419
2	181561429	2.165250048572e-05	4.66449194298526	3.96036837012826	0	3.96036837012826	0.0634615384615385
2	203478163	4.37710891795426e-05	4.35881264646937	3.95981943734461	0	3.95981943734461	0.0634615384615385
2	217808729	6.66409909538041e-07	6.17625855357952	4.06761444988622	0	4.06761444988622	0.0562162162162163
2	222094515	1.70333152375672e-05	4.76870081596825	4.12222872783101	0	4.12222872783101	0.0502857142857143
3	12281202	4.46879941350105e-06	5.34980913864121	5.0259850330494	0	5.0259850330494	0.0168674698795182
3	14966995	3.94171797956496e-06	5.40431445167002	3.98419007387828	0	3.98419007387828	0.0616915422885571
3	20142679	8.29110489322043e-06	5.08138759043231	4.97381158009269	0	4.97381158009269	0.0181818181818181
3	48509515	4.80306887825788e-05	4.31848118533005	3.80695971038373	0	3.80695971038373	0.0728813559322035
3	53058459	4.66745184419563e-07	6.33092015413046	5.97283695142741	0	5.97283695142741	0.00416666666666665
3	53591700	7.01733449193794e-06	5.15382782166976	5.02938962097952	0	5.02938962097952	0.0168674698795182
3	124485259	9.24507939694572e-05	4.03408935475821	3.97327785201253	0	3.97327785201253	0.0630541871921182
3	138119952	7.47543096064068e-08	7.12636376508607	6.07395152005093	0	6.07395152005093	0.00416666666666665
3	141064550	1.87323114644895e-05	4.72740862976117	4.34102612748942	0	4.34102612748942	0.0394366197183098
3	141224043	1.24005633713471e-05	4.90655858390959	3.9249895871732	0	3.9249895871732	0.0641148325358851
3	143411876	6.25858820165105e-05	4.20352362292092	3.77760326729687	0	3.77760326729687	0.0783673469387756
3	154801978	3.68569829867752e-05	4.43348021783701	4.13086739138455	0	4.13086739138455	0.0497109826589595
4	26806736	1.99749962904608e-10	9.69951329266642	4.43621266078134	0	4.43621266078134	0.0356589147286821
4	28157297	5.50149535999267e-06	5.25951924899211	5.04215837115465	0	5.04215837115465	0.0168674698795182
4	38305636	9.60401317220645e-05	4.01754725296605	3.97036861022051	0	3.97036861022051	0.0634615384615385
4	38384211	4.22380930711865e-05	4.37429569718247	4.10545408005587	0	4.10545408005587	0.0553672316384182
4	67093452	3.14489898225012e-05	4.50239330002982	3.66777079162661	0	3.66777079162661	0.0959107806691451
4	75248505	0.000162701890684063	3.78860740029679	3.68945911298642	0	3.68945911298642	0.0946564885496184
4	81073220	5.64609982631363e-07	6.24825144754335	5.0684461033656	0	5.0684461033656	0.0168674698795182
4	81184341	6.27655298877239e-48	47.2022788003635	43.1391363361552	0	43.1391363361552	0.00416666666666665
4	81205193	8.98982683320556e-06	5.04624867379598	4.61413812572366	0	4.61413812572366	0.0285714285714285
4	81207686	9.95068487118562e-05	4.00214702724013	3.66913360220056	0	3.66913360220056	0.0959107806691451
4	102926923	4.66932863551751e-06	5.33074555858813	3.74460525227061	0	3.74460525227061	0.0867469879518072
4	108538215	1.72718463911155e-05	4.76266123309784	4.15574607934108	0	4.15574607934108	0.0496969696969698
4	111431444	3.31983005745324e-09	8.47888414731985	8.37060259163384	0	8.37060259163384	0.00416666666666665
4	138374937	1.40086381796061e-05	4.85360408168988	4.49405885337007	0	4.49405885337007	0.0308943089430895
4	156607143	2.47761866171895e-06	5.60596553648117	3.90180069503192	0	3.90180069503192	0.0642201834862386
4	156638073	3.99400236301837e-15	14.3985916825185	6.50390131518353	0	6.50390131518353	0.00416666666666665
4	156639174	3.15317751382953e-12	11.5012515791707	5.56583851437437	0	5.56583851437437	0.00983606557377059
4	156699636	1.53726978838576e-06	5.8132499078254	4.42924344396105	0	4.42924344396105	0.0360902255639097
4	177650866	8.23878283993258e-05	4.08413694424292	3.63116806694549	0	3.63116806694549	0.0992857142857142
5	3464328	1.52776141930069e-05	4.81594446144827	4.3501822302948	0	4.3501822302948	0.0394160583941605
5	32690199	6.88648782716346e-16	15.1620022158542	5.25118062154799	0	5.25118062154799	0.0142857142857142
5	32710486	1.14596982069832e-12	11.9408268194339	8.1016223768923	0	8.1016223768923	0.00416666666666665
5	32778233	1.17124970235865e-07	6.93135050646832	5.06120269327441	0	5.06120269327441	0.0168674698795182
5	32788696	2.32841909751347e-06	5.63293884732278	4.88314475011669	0	4.88314475011669	0.0185567010309278
5	55419913	5.04965980535981e-05	4.29673787923414	4.11280877896296	0	4.11280877896296	0.0522727272727273
5	55892197	3.74775597173486e-05	4.42622869515332	4.33342110462024	0	4.33342110462024	0.0394366197183098
5	68685037	1.89480584850088e-06	5.72243528345024	4.87993738675794	0	4.87993738675794	0.0185567010309278
5	70891683	9.51230166596854e-05	4.02171438528296	3.7758297778248	0	3.7758297778248	0.0783673469387756
5	113992200	4.30242846279229e-06	5.36628634202837	4.06439592847869	0	4.06439592847869	0.0562162162162163
5	127920075	2.04238420275063e-08	7.68986255733266	6.19198553402043	0	6.19198553402043	0.00416666666666665
5	131744574	1.61188995482388e-06	5.79266461119353	5.28543417099804	0	5.28543417099804	0.0142857142857142
5	132178781	2.7084952074615e-05	4.56727192853713	3.98175244412078	0	3.98175244412078	0.0616915422885571
5	134958768	8.46245928156336e-06	5.0725034079771	4.55993583169916	0	4.55993583169916	0.0285714285714285
5	148161051	5.59985282190236e-05	4.25182338718588	4.13194004986185	0	4.13194004986185	0.0497109826589595
5	157521990	6.61825668585409e-09	8.17925639295009	4.25774612402207	0	4.25774612402207	0.04
5	157528179	8.88169222290046e-08	7.05150428049942	4.46909793551455	0	4.46909793551455	0.032
5	157707055	2.05107745946447e-05	4.68801793807982	3.89065246473662	0	3.89065246473662	0.0642201834862386
5	157804457	4.98082395764594e-16	15.3026988077103	5.54064087864593	0	5.54064087864593	0.00983606557377059
5	158030622	9.58450263884797e-07	6.01843041870748	3.86988333409725	0	3.86988333409725	0.0669603524229074
5	158482827	2.65437089026702e-07	6.57603839407805	4.16793055420319	0	4.16793055420319	0.0478527607361963
5	158497639	0.00017608343283631	3.7542815035798	3.63073839346906	0	3.63073839346906	0.0996441281138789
6	26091179	2.24875941352399e-09	8.64805700564396	3.80572853033531	0	3.80572853033531	0.0728813559322035
6	26184041	3.53886923194013e-05	4.45113548508672	4.15828463621791	0	4.15828463621791	0.0487804878048781
6	26338056	5.58530841149173e-10	9.25295284086334	4.46355016063792	0	4.46355016063792	0.0330708661417323
6	31334945	7.91637502945833e-08	7.10147363976045	4.66323916645789	0	4.66323916645789	0.0283018867924529
6	31430799	1.4292453810968e-08	7.84489320262421	4.32534195309585	0	4.32534195309585	0.0394557823129251
6	43365360	2.85255754239481e-08	7.54476558614113	4.3130904045736	0	4.3130904045736	0.0394557823129251
6	43785741	3.57824607496643e-06	5.44632979643346	4.97928491850738	0	4.97928491850738	0.0181818181818181
6	51267355	0.000103638999709623	3.984476787337	3.84616314866384	0	3.84616314866384	0.0669603524229074
6	80104754	7.36823793297482e-05	4.13263635847494	3.91657336954677	0	3.91657336954677	0.0642201834862386
6	95152534	3.397718595814e-06	5.4688125929025	3.89008498305573	0	3.89008498305573	0.0642201834862386
6	117663047	0.000118433672399623	3.92652480387761	3.65298059561293	0	3.65298059561293	0.0974358974358975
6	126478586	2.54086022639382e-06	5.59501922498328	5.13678317142083	0	5.13678317142083	0.0162162162162163
6	126661502	4.93143608244397e-07	6.30702659150149	4.47315373307031	0	4.47315373307031	0.0308943089430895
6	126964510	1.3981338207607e-06	5.85445125860714	4.98989487536699	0	4.98989487536699	0.0181818181818181
6	127011064	2.58158935841789e-06	5.58811283780787	5.31684019081128	0	5.31684019081128	0.0142857142857142
6	127090469	1.48067271113215e-12	11.8295409276081	7.53892681239395	0	7.53892681239395	0.00416666666666665
6	127116727	1.74207441063137e-24	23.7589332985612	19.4101070086847	0	19.4101070086847	0.00416666666666665
6	127287812	2.19013431496291e-10	9.65952925024732	5.61378028005382	0	5.61378028005382	0.00727272727272732
6	127362092	2.06503572287795e-06	5.68507243111916	5.31281842216206	0	5.31281842216206	0.0142857142857142
6	127529780	6.87316480268057e-05	4.16284324258349	3.85854181644159	0	3.85854181644159	0.0669603524229074
6	127896807	2.28551817224077e-05	4.6410153212692	4.14192681297583	0	4.14192681297583	0.0497041420118343
6	134098282	1.46454967637681e-05	4.83429589280421	4.61256872944955	0	4.61256872944955	0.0285714285714285
6	134196674	1.05227867529762e-09	8.97786923060362	5.20730920719424	0	5.20730920719424	0.0162162162162163
6	151006643	3.10984804218281e-07	6.50726083156925	5.74477117218642	0	5.74477117218642	0.00727272727272732
6	159700461	8.92988661774294e-06	5.04915405528852	4.44297831907166	0	4.44297831907166	0.0330708661417323
6	159705122	1.05237509597391e-05	4.97782943786596	4.73835268008781	0	4.73835268008781	0.0215686274509803
6	160997118	1.20272358665285e-09	8.91983417198256	8.17501926694159	0	8.17501926694159	0.00416666666666665
6	163140694	3.31801214078837e-05	4.47912202920143	3.87826091241897	0	3.87826091241897	0.0654545454545454
7	1950337	4.03682008087549e-08	7.393960606454	4.89659451628692	0	4.89659451628692	0.0185567010309278
7	7217796	8.74573382175064e-07	6.05820374463397	4.13745778125104	0	4.13745778125104	0.0497041420118343
7	27337867	2.73306918938495e-10	9.56334937372712	8.9376648264191	0	8.9376648264191	0.00416666666666665
7	94002286	2.93889555849228e-05	4.5318158474682	3.77902609800791	0	3.77902609800791	0.0783673469387756
7	106409452	7.32456433406221e-07	6.1352182020919	4.68614510249912	0	4.68614510249912	0.0283018867924529
7	131323710	2.00236997063003e-06	5.69845567642793	4.73634291316109	0	4.73634291316109	0.0215686274509803
7	150494533	2.11869416516428e-06	5.67393172944662	4.24377205118319	0	4.24377205118319	0.0423076923076924
7	150543427	2.97660947134031e-08	7.52627814068664	7.26522798490636	0	7.26522798490636	0.00416666666666665
7	150684021	5.26585018704447e-18	17.2785315006924	16.7911718067652	0	16.7911718067652	0.00416666666666665
7	150700515	5.38355046355565e-06	5.26893121166448	3.93871985325208	0	3.93871985325208	0.0634615384615385
7	155753306	2.48142945977272e-06	5.60529806609104	3.73294431265293	0	3.73294431265293	0.0896825396825396
8	1671835	4.85668828528617e-05	4.3136597697665	3.78257878791502	0	3.78257878791502	0.0778242677824268
8	9320959	2.03319000343714e-07	6.69182203425497	4.42305529465111	0	4.42305529465111	0.0360902255639097
8	11836318	9.96294939256766e-07	6.00161207570267	4.59449927635142	0	4.59449927635142	0.0285714285714285
8	17419074	7.00837502208012e-05	4.15438266687675	3.72860115124359	0	3.72860115124359	0.0896825396825396
8	23417091	6.89377812659355e-06	5.16154269829197	4.01167031018553	0	4.01167031018553	0.0591836734693878
8	25900675	5.83945263018487e-08	7.23362786022175	3.65127987732169	0	3.65127987732169	0.0974358974358975
8	25908220	4.55064828527087e-05	4.34192672935161	3.80578520628309	0	3.80578520628309	0.0728813559322035
8	52969933	5.26085270136598e-05	4.2789438578454	4.1265990765176	0	4.1265990765176	0.0497109826589595
8	105959223	2.56605704571261e-07	6.59073369310419	5.0790776690386	0	5.0790776690386	0.0168674698795182
8	128585021	0.000106751125049266	3.9716275392527	3.77513356731446	0	3.77513356731446	0.0783673469387756
8	129355154	4.28698658908391e-05	4.36784787508418	3.92098349724986	0	3.92098349724986	0.0642201834862386
8	140068157	1.19046231936266e-05	4.92428434637574	4.79672187824497	0	4.79672187824497	0.02
8	140935952	1.54369909442981e-05	4.81143735060938	3.91444030357275	0	3.91444030357275	0.0642201834862386
9	659979	2.765789686469e-05	4.55818084717632	3.6768635609825	0	3.6768635609825	0.0959107806691451
9	8170760	2.16966245557939e-05	4.663607826097	3.91935311988918	0	3.91935311988918	0.0642201834862386
9	31373203	3.04701813812011e-06	5.51612496052559	4.14667351472798	0	4.14667351472798	0.0497041420118343
9	95279532	6.81481549225298e-05	4.16654589797768	3.82466219788185	0	3.82466219788185	0.0698689956331877
9	112760293	1.21044292839113e-05	4.91705568244622	4.25257682719577	0	4.25257682719577	0.04
9	113169775	3.39480721624523e-06	5.46918488332696	4.04783239733913	0	4.04783239733913	0.0578947368421052
9	136522274	3.76408576718016e-05	4.42434048944544	3.66375770219714	0	3.66375770219714	0.0959107806691451
10	18419972	9.21968941243568e-09	8.03528370896126	4.13719061022666	0	4.13719061022666	0.0497041420118343
10	18459282	9.71414072917126e-06	5.01259560917472	3.67123303967914	0	3.67123303967914	0.0959107806691451
10	18571608	5.657806511937e-09	8.24735190881168	6.68861213488614	0	6.68861213488614	0.00416666666666665
10	18711195	7.12079723381782e-15	14.1474713806798	9.99990521112054	0	9.99990521112054	0.00416666666666665
10	48411796	9.80212070939423e-05	4.00867995361884	3.79464715484293	0	3.79464715484293	0.0767932489451477
10	63467553	2.81706696838234e-18	17.5502028286787	8.11026131827555	0	8.11026131827555	0.00416666666666665
10	63524591	1.0866141865118e-22	21.9639246292456	11.55576643569	0	11.55576643569	0.00416666666666665
10	95895940	1.41341940805737e-08	7.84972894956131	5.48193323236495	0	5.48193323236495	0.0123076923076924
10	96035980	2.01504721548653e-10	9.69571477325239	7.31096892178217	0	7.31096892178217	0.00416666666666665
10	96039597	1.70271226073158e-11	10.7688587367318	4.20495849607117	0	4.20495849607117	0.0434782608695652
10	96058298	4.03032368012548e-08	7.39466007374786	4.22466009056613	0	4.22466009056613	0.0434782608695652
10	107164388	5.89603790933376e-05	4.22943973278782	3.8088853979716	0	3.8088853979716	0.0724137931034483
10	110321041	6.30251654220897e-05	4.20048600575772	3.96544431651985	0	3.96544431651985	0.0634615384615385
10	115711648	7.04074527708245e-06	5.15238136747817	4.86091003505111	0	4.86091003505111	0.0185567010309278
10	115810745	3.39577296498801e-05	4.46906135357206	3.69267483761992	0	3.69267483761992	0.0946564885496184
10	133803156	1.0760956451928e-05	4.96814912612929	3.84774830445339	0	3.84774830445339	0.0669603524229074
11	1874072	1.07559995129545e-14	13.9683492261141	6.63258931895593	0	6.63258931895593	0.00416666666666665
11	1884342	1.49905881257735e-17	16.8241813281412	8.191571870547	0	8.191571870547	0.00416666666666665
11	1894039	5.00848729447453e-05	4.30029342360635	3.65986595975879	0	3.65986595975879	0.0959107806691451
11	1920255	6.24282415110561e-13	12.2046188981746	7.11292121764251	0	7.11292121764251	0.00416666666666665
11	1941946	1.05226862050549e-11	10.9778733804184	3.65675240904523	0	3.65675240904523	0.097037037037037
11	6436789	0.00014293375910796	3.84486518434585	3.64021534848708	0	3.64021534848708	0.0982078853046595
11	9778416	8.69437811337302e-05	4.06076147652376	3.77136356865166	0	3.77136356865166	0.0809716599190285
11	9897706	3.35548530356944e-05	4.47424465897634	4.00363478061874	0	4.00363478061874	0.0591836734693878
11	10357572	1.10978171352907e-07	6.95476243556695	5.0368433053077	0	5.0368433053077	0.0168674698795182
11	16917219	5.47327350775295e-08	7.2617528489633	3.80424877236557	0	3.80424877236557	0.0728813559322035
11	30754837	3.1035727194294e-06	5.50813807425896	5.15393738456766	0	5.15393738456766	0.0162162162162163
11	43594287	2.73852354502086e-09	8.56248352078278	6.1693676926113	0	6.1693676926113	0.00416666666666665
11	43914033	1.80621082634158e-06	5.74323155891013	4.06288330021996	0	4.06288330021996	0.0562162162162163
11	46213411	1.13676501283711e-06	5.94432930151761	4.65927151411556	0	4.65927151411556	0.0283018867924529
11	46286454	8.31705625413943e-09	8.08003036106564	6.01781417123558	0	6.01781417123558	0.00416666666666665
11	46331362	3.70214441087875e-13	12.4315466445716	5.96072643593321	0	5.96072643593321	0.00416666666666665
11	47538102	1.05480606512337e-07	6.97682738168289	4.46864141145232	0	4.46864141145232	0.032
11	48931185	8.31505083160357e-07	6.0801350915055	4.52869974180759	0	4.52869974180759	0.0285714285714285
11	50344221	5.86992226670894e-06	5.23136764992153	4.54635334537993	0	4.54635334537993	0.0285714285714285
11	65458964	1.17213838154761e-07	6.93102111289574	4.35971160500583	0	4.35971160500583	0.0394160583941605
11	65475111	9.39698245979923e-07	6.02701158378842	4.50655415112737	0	4.50655415112737	0.0285714285714285
11	67945951	4.28390783063843e-05	4.3681598816954	4.26468522742966	0	4.26468522742966	0.0394736842105263
11	70007770	1.10662643407787e-05	4.95599895996947	4.54790958621955	0	4.54790958621955	0.0285714285714285
11	107520983	2.78408321995471e-05	4.55531778722709	4.12708792690195	0	4.12708792690195	0.0497109826589595
12	6580443	3.3312709745509e-06	5.47739003918942	4.93480762118162	0	4.93480762118162	0.0185567010309278
12	20579969	1.76205890647481e-07	6.75397957700835	5.69789356215417	0	5.69789356215417	0.00727272727272732
12	48194957	4.28153466206978e-07	6.3684005357051	4.35614377061785	0	4.35614377061785	0.0394160583941605
12	49993678	1.47865854749413e-06	5.83013210190542	4.07117606085049	0	4.07117606085049	0.0562162162162163
12	53384060	8.31251292661922e-05	4.08026766632583	3.86383214906773	0	3.86383214906773	0.0669603524229074
12	54584933	4.24661265531689e-05	4.37195735034207	3.89290479594409	0	3.89290479594409	0.0642201834862386
12	57023284	2.35697362485243e-05	4.62764527731664	4.17717942139292	0	4.17717942139292	0.0469135802469136
12	87329652	9.40584256377539e-05	4.02660229480702	3.82629213028237	0	3.82629213028237	0.0698689956331877
12	89712160	3.10723355170892e-05	4.50762610226277	4.05770009114962	0	4.05770009114962	0.0569892473118279
12	90008959	1.06084735320227e-12	11.9743471028388	10.9054011416097	0	10.9054011416097	0.00416666666666665
12	111124809	1.3753432964085e-05	4.86158888501402	4.21946141078411	0	4.21946141078411	0.0434782608695652
12	111872722	1.25875479098495e-06	5.90005886345372	5.170114704685	0	5.170114704685	0.0162162162162163
12	115450094	6.69226755003661e-06	5.17442670471176	4.068857474424	0	4.068857474424	0.0562162162162163
12	115460631	6.6710906011819e-05	4.17580316108237	3.85233877907362	0	3.85233877907362	0.0669603524229074
12	115552437	3.00083108477754e-19	18.5227584500979	15.5833899869996	0	15.5833899869996	0.00416666666666665
12	122066512	5.64979065668322e-05	4.24796764392068	3.99666302135011	0	3.99666302135011	0.0591836734693878
13	25255422	7.20789068225915e-06	5.14219180866213	4.31507182923897	0	4.31507182923897	0.0394557823129251
13	30100679	7.26964758023947e-08	7.13848664246519	5.93443949676212	0	5.93443949676212	0.00416666666666665
13	32365235	5.28730157478237e-05	4.27676591779072	3.99129316554115	0	3.99129316554115	0.0606060606060606
13	73296812	3.6258243463599e-05	4.4405932391965	4.00673329465034	0	4.00673329465034	0.0591836734693878
13	73832307	3.55778832526325e-07	6.44881989433663	5.55548565541822	0	5.55548565541822	0.00983606557377059
13	90819918	2.31066881601558e-05	4.63626229670349	4.33669925493408	0	4.33669925493408	0.0394366197183098
14	50655357	3.20829758656426e-10	9.4937253554101	8.44656724411829	0	8.44656724411829	0.00416666666666665
14	72412804	5.31888548609232e-05	4.27417935980041	3.9072201334298	0	3.9072201334298	0.0642201834862386
15	41282534	5.92057042775166e-07	6.22763644839696	4.05970665278228	0	4.05970665278228	0.0562162162162163
15	52864885	6.35088021510473e-05	4.19716607847642	4.07784787280938	0	4.07784787280938	0.0562162162162163
15	69707451	1.01912642873434e-06	5.9917719358211	5.54444231804612	0	5.54444231804612	0.00983606557377059
15	69929692	1.01323061299103e-06	5.99429169723499	4.40162884196274	0	4.40162884196274	0.0360902255639097
15	73384312	1.77081904261516e-05	4.75182581645476	4.28904608752192	0	4.28904608752192	0.0394736842105263
15	80991447	4.23513134100095e-09	8.37313311667035	6.92116654641781	0	6.92116654641781	0.00416666666666665
15	89405096	9.26617514816362e-05	4.03309949507156	3.77909493398527	0	3.77909493398527	0.0783673469387756
15	90335256	6.3590788003866e-06	5.19660579329583	4.84093159655206	0	4.84093159655206	0.0185567010309278
15	91397701	8.4999091908786e-07	6.07058571406347	5.42672455516591	0	5.42672455516591	0.0123076923076924
15	91420552	1.63636120814108e-05	4.78612082451097	4.42135804234067	0	4.42135804234067	0.0360902255639097
15	91428521	4.74145316545117e-24	23.3240885349047	16.2291419740976	0	16.2291419740976	0.00416666666666665
15	91441673	4.06586960446825e-17	16.3908465536291	9.15789800506155	0	9.15789800506155	0.00416666666666665
15	95753471	0.000119594128308575	3.92229014230232	3.70543717867163	0	3.70543717867163	0.0946564885496184
16	10697022	4.55015125241507e-05	4.34197416664015	4.04706760176842	0	4.04706760176842	0.0578947368421052
16	20361087	2.87243876422344e-14	13.5417492210012	12.1447317448541	0	12.1447317448541	0.00416666666666665
16	20384729	0.000126866066157108	3.89665452645919	3.62807509733071	0	3.62807509733071	0.1
16	30566747	4.96375696265085e-07	6.30418949074373	5.72718599767651	0	5.72718599767651	0.00727272727272732
16	51755371	5.09003738523166e-08	7.29327902785181	6.11514981970999	0	6.11514981970999	0.00416666666666665
16	53800754	8.00357246556045e-07	6.09671611853746	4.34435828301909	0	4.34435828301909	0.0394366197183098
16	75313258	6.08949329739293e-08	7.215418843213	5.96195769543602	0	5.96195769543602	0.00416666666666665
16	81531257	1.12848380209793e-07	6.94750467026807	3.81843737517786	0	3.81843737517786	0.0704347826086957
16	81571979	1.46664414639851e-08	7.83367524675844	4.34149194940521	0	4.34149194940521	0.0394366197183098
16	81590859	4.27431927284672e-07	6.36913304107302	6.1232838576296	0	6.1232838576296	0.00416666666666665
16	81620478	5.37072609927543e-06	5.26996699556836	5.01379422181609	0	5.01379422181609	0.0181818181818181
17	7129898	1.91890071906638e-05	4.71694749440315	3.85331624488318	0	3.85331624488318	0.0669603524229074
17	7221197	9.18069298719977e-06	5.03712453566609	4.1182339712396	0	4.1182339712396	0.0502857142857143
17	7441756	1.45318315334339e-07	6.83767964552747	4.26416340453901	0	4.26416340453901	0.0394736842105263
17	13155290	2.65581026508759e-05	4.57580295481939	3.72501879887249	0	3.72501879887249	0.0905511811023623
17	36912109	2.50009824975313e-05	4.60204292393308	4.26968028806895	0	4.26968028806895	0.0394736842105263
17	45055107	3.5472347814551e-12	11.4501100658512	5.53662273610086	0	5.53662273610086	0.00983606557377059
17	45280802	1.27896243643136e-05	4.89314221071302	3.66290297638607	0	3.66290297638607	0.0959107806691451
17	45823462	1.3206413497265e-05	4.87921510894328	4.48554941125887	0	4.48554941125887	0.0308943089430895
17	46694734	7.50570597214482e-07	6.12460845260295	5.59168845431801	0	5.59168845431801	0.00983606557377059
17	47192620	4.69312604268853e-07	6.32853778183928	4.2038957019363	0	4.2038957019363	0.0434782608695652
17	61563458	1.85333175658994e-05	4.73204683261849	4.31649919045579	0	4.31649919045579	0.0394557823129251
17	64487077	5.14623677112777e-05	4.2885102363867	3.77179129152826	0	3.77179129152826	0.0809716599190285
17	66752571	4.2604063512215e-06	5.37054897655997	4.86598053215113	0	4.86598053215113	0.0185567010309278
17	67109833	9.948809547376e-05	4.00222888286596	3.63533943556538	0	3.63533943556538	0.0982078853046595
18	32583028	3.70717114419568e-05	4.43095736399361	4.0507226645424	0	4.0507226645424	0.0578947368421052
18	48157253	3.62418519311278e-06	5.44078961830979	3.97598491796432	0	3.97598491796432	0.0623762376237624
18	48690619	5.704314388813e-06	5.24379654669686	4.74723694713789	0	4.74723694713789	0.02
18	48789736	3.31599594748815e-07	6.47938600887708	4.53029426684883	0	4.53029426684883	0.0285714285714285
18	48845975	1.30562396448315e-05	4.88418188712324	3.8782700230576	0	3.8782700230576	0.0654545454545454
18	50420543	1.47653163855785e-05	4.83075724270237	4.30562467882161	0	4.30562467882161	0.0394557823129251
18	73565999	0.000154405711704591	3.81133663848276	3.64804615463335	0	3.64804615463335	0.0982078853046595
19	1233052	1.38291938155829e-05	4.85920313671273	4.25658591557111	0	4.25658591557111	0.04
19	3813906	0.000147390953564286	3.83152917141373	3.6907137978809	0	3.6907137978809	0.0946564885496184
19	4929473	5.39273705779358e-08	7.26819075477826	4.44112818772131	0	4.44112818772131	0.034375
19	4965064	4.97408478718495e-10	9.30328681611218	6.18243627321578	0	6.18243627321578	0.00416666666666665
19	5036730	8.11472096818499e-08	7.0907264091786	4.04421161799631	0	4.04421161799631	0.0578947368421052
19	5066995	1.2528056039107e-09	8.90211631264401	4.23647272952522	0	4.23647272952522	0.043312101910828
19	7253184	4.12626342276761e-16	15.3844430498959	11.6458386712773	0	11.6458386712773	0.00416666666666665
19	30352791	4.31220320695978e-05	4.36530078177728	3.99766019479305	0	3.99766019479305	0.0591836734693878
19	38534304	6.17886608276288e-05	4.20909121733557	4.08017691673856	0	4.08017691673856	0.0562162162162163
19	57519308	7.33192891820148e-05	4.13478175410023	3.81417704380782	0	3.81417704380782	0.0718614718614719
20	8607333	3.96932921873046e-11	10.401282878934	9.68780919701273	0	9.68780919701273	0.00416666666666665
20	10765282	1.7852567353306e-05	4.74829931976481	4.35894627802371	0	4.35894627802371	0.0394160583941605
20	10909444	2.38875157530086e-11	10.6218290135343	5.85035149971072	0	5.85035149971072	0.00727272727272732
20	10969030	9.89951218252016e-27	26.0043862055701	11.5298087147034	0	11.5298087147034	0.00416666666666665
20	10977631	1.09501852504722e-21	20.9605785335565	13.1375739124548	0	13.1375739124548	0.00416666666666665
